hotel_name,hotel_url,hotel_address,hotel_type,hotel_rating,location_rating,cleaniness_rating,service_rating,value_rating,hotel_rating_max_value,hotel_review,covid_detail,customer_name,customer_address,customer_review_date,customer_rating,max_value,comment_title,comment,customer_stay_date,customer_trip_type
Butlin's Minehead Resort,https://www.tripadvisor.in/Hotel_Review-g190746-d282080-Reviews-or5-Butlin_s_Minehead_Resort-Minehead_Somerset_England.html#REVIEWS,"Warren Road, Minehead TA24 5SJ England",3.5,Very good,40,35,40,35,5,"6,426",,jackypalmer,"Birmingham, United Kingdom",Sep 2020,50,50,Dining room butlins minehead,Just had a weekend at Minehead Butlins and it was great . Everything clean and following COVID guidelines. We ate in the dining room and must say that Lucas the front of house was such a friendly and polite man. He is a credit to the team and the kids loved his jokes and he always made them laugh 😆, September 2020, Travelled with family
Butlin's Minehead Resort,https://www.tripadvisor.in/Hotel_Review-g190746-d282080-Reviews-or5-Butlin_s_Minehead_Resort-Minehead_Somerset_England.html#REVIEWS,"Warren Road, Minehead TA24 5SJ England",3.5,Very good,40,35,40,35,5,"6,426",,Peter, ,Sep 2020,50,50,COVID-19 new style park,Very well sorted out I like this like it is rather than how it used to be. As you can get a seat for all the shows you want. And you know when everything is on to. Loved the break and we had so much fun we have booked again for next may and so looking forward to it. Hope it’s similar to how it was this time, September 2020, Travelled with family
Butlin's Minehead Resort,https://www.tripadvisor.in/Hotel_Review-g190746-d282080-Reviews-or5-Butlin_s_Minehead_Resort-Minehead_Somerset_England.html#REVIEWS,"Warren Road, Minehead TA24 5SJ England",3.5,Very good,40,35,40,35,5,"6,426",,Gavin, ,Sep 2020,40,50,Amazing staff,"Staff amazing and polite especially in the food hall. Covid guidelines being followed brilliantly, everyone wearing masks both staff and customers. Only downfall was the silver room (usually stay West lakes) beds are so hard and unfortable,both now suffering with bad backs. B serve app works brilliantly, order your drinks and they arrive quickly. Plan my day also works well and should maybe be used still when covid restrictions are over, as it was nice to get a seat for the shows which is often a struggle usually. Resort all very clean. Butlins has done amazing during these tough times.", September 2020, Travelled as a couple
Butlin's Minehead Resort,https://www.tripadvisor.in/Hotel_Review-g190746-d282080-Reviews-or5-Butlin_s_Minehead_Resort-Minehead_Somerset_England.html#REVIEWS,"Warren Road, Minehead TA24 5SJ England",3.5,Very good,40,35,40,35,5,"6,426",,Jess,"Cwmbran, United Kingdom",Sep 2020,50,50,Amazing!!!!!,"Having never been to Butlins before and with the current pandemic I didn't know what to expect when I arrived but from the time we go there we all felt safe. We stayed in a gold apartment which was lovely and spacious (just wish we had paid extra for a patio😂) I managed to prebook 2 swimming sessions and a number of shows and they didn't disappoint the kids absolutely loved everything I booked. I was a bit disappointed that I wasn't able to book the Ariana Grande and Ed Sheeran show but managed to get a cancellation of the ABBA one (which I booked onto half an hour before it started). We all really enjoyed the arcades and fairground and it was very well organised with hand sanitisers on all the rides and the rides being cleaned after every go. Everyone was adhering to the rules - keeping their distance and wearing masks etc and I did see a number of staff who were enforcing this if it wasn't being followed. All in all we had an amazing fun packed week and will definitely be booking to come again thank you to all the staff, entertainment team and red coats for all that you do.", September 2020, Travelled with family
Avithos Resort Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g1142650-d603220-Reviews-Avithos_Resort_Hotel-Svoronata_Cephalonia_Ionian_Islands.html#REVIEWS,"Avithos Village, Svoronata 28083 Greece",5.0,Excellent,45,50,50,45,5,697,"What you can expect during your stay
All linens sanitized in high-temperature wash
Face masks required for staff in public areas
Floors marked for social distancing
Hand sanitizer available to guests & staff
Paid stay-at-home policy for staff with symptoms
Regularly sanitized high-traffic areas
Read more
A note from Avithos Resort Hotel
https://www.avithosresort.com/coronavirus-covid-19-virus-protection-policy/
More questions?
+30 2671042365
Email hotel
Community
Ask a question
Write a review",725lesley,"Liverpool, United Kingdom",1 Oct,50,50,Fab Hotel - Once Again!,Second stay in 12 months and despite the difficult current times enjoyed a fab week. Arrived day after the storm which thankfully didn’t cause too much damage. Staff once again were first class and seemed to take pride in ensuring we had an enjoyable stay. Room was very spacious and well equipped. Spotlessly clean and stayed this way thanks to the housekeeping staff. Pool area generally very comfortable and relaxing. Special thanks to both Christina’s and all the housekeeping staff. Will be back - hopefully with mask free staff!, September 2020, Travelled as a couple
Avithos Resort Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g1142650-d603220-Reviews-Avithos_Resort_Hotel-Svoronata_Cephalonia_Ionian_Islands.html#REVIEWS,"Avithos Village, Svoronata 28083 Greece",5.0,Excellent,45,50,50,45,5,697,"What you can expect during your stay
All linens sanitized in high-temperature wash
Face masks required for staff in public areas
Floors marked for social distancing
Hand sanitizer available to guests & staff
Paid stay-at-home policy for staff with symptoms
Regularly sanitized high-traffic areas
Read more
A note from Avithos Resort Hotel
https://www.avithosresort.com/coronavirus-covid-19-virus-protection-policy/
More questions?
+30 2671042365
Email hotel
Community
Ask a question
Write a review",rachelg809,Southampton,Sep 2020,50,50,Fabulous Stay,"We stayed for 2 weeks at the end of August and it was fabulous. The staff were so courteous, helpful, cheerful and accommodating. The room was really comfortable and well equipped with everything we needed. It’s a beautiful resort, tucked away like a well-kept secret! It felt personal as it isn’t a huge complex. Several great restaurants to stroll out to in the evenings, as well as beautiful beaches. A really wonderful break and we’ll definitely go back!", August 2020, 
Avithos Resort Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g1142650-d603220-Reviews-Avithos_Resort_Hotel-Svoronata_Cephalonia_Ionian_Islands.html#REVIEWS,"Avithos Village, Svoronata 28083 Greece",5.0,Excellent,45,50,50,45,5,697,"What you can expect during your stay
All linens sanitized in high-temperature wash
Face masks required for staff in public areas
Floors marked for social distancing
Hand sanitizer available to guests & staff
Paid stay-at-home policy for staff with symptoms
Regularly sanitized high-traffic areas
Read more
A note from Avithos Resort Hotel
https://www.avithosresort.com/coronavirus-covid-19-virus-protection-policy/
More questions?
+30 2671042365
Email hotel
Community
Ask a question
Write a review",Darren,"Basildon, United Kingdom",Sep 2020,50,50,First class stay,"Just home from a 7 day stay, the staff make a lovely hotel so much more! We had the best time, its no wonder most of the guests there were on their 3 or even 5yr return!! Do not hesitate if you want a lovely quiet and friendly break.", September 2020, 
Avithos Resort Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g1142650-d603220-Reviews-Avithos_Resort_Hotel-Svoronata_Cephalonia_Ionian_Islands.html#REVIEWS,"Avithos Village, Svoronata 28083 Greece",5.0,Excellent,45,50,50,45,5,697,"What you can expect during your stay
All linens sanitized in high-temperature wash
Face masks required for staff in public areas
Floors marked for social distancing
Hand sanitizer available to guests & staff
Paid stay-at-home policy for staff with symptoms
Regularly sanitized high-traffic areas
Read more
A note from Avithos Resort Hotel
https://www.avithosresort.com/coronavirus-covid-19-virus-protection-policy/
More questions?
+30 2671042365
Email hotel
Community
Ask a question
Write a review",Simon, ,Sep 2020,50,50,Absolutely Wonderful stay,"We found this hotel slightly unexpectedly and it defied all expectations.

The staff were utterly wonderful and could not have gone more out of their way to help us.

We were there during the recent Medicane cyclone and they did everything humanly possible to keep our stay at the expected level.

Practical things - walking distance to two beautiful beaches and three fantastic restaurants.

Would highly recommend it to anyone travelling to Kefalonia.", September 2020, Travelled as a couple
Avithos Resort Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g1142650-d603220-Reviews-Avithos_Resort_Hotel-Svoronata_Cephalonia_Ionian_Islands.html#REVIEWS,"Avithos Village, Svoronata 28083 Greece",5.0,Excellent,45,50,50,45,5,697,"What you can expect during your stay
All linens sanitized in high-temperature wash
Face masks required for staff in public areas
Floors marked for social distancing
Hand sanitizer available to guests & staff
Paid stay-at-home policy for staff with symptoms
Regularly sanitized high-traffic areas
Read more
A note from Avithos Resort Hotel
https://www.avithosresort.com/coronavirus-covid-19-virus-protection-policy/
More questions?
+30 2671042365
Email hotel
Community
Ask a question
Write a review",AmyPhil,"Portsmouth, United Kingdom",Sep 2020,50,50,Fantastic night at Avithos,"Great night at Avithos, excellent that we were able to stay to use the facilities on the day of checkout. The food was really good as well as the selection of ice creams. Short drive from the airport and 5 minutes from a fantastic restaurant too.", September 2020, Travelled with friends
Avithos Resort Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g1142650-d603220-Reviews-Avithos_Resort_Hotel-Svoronata_Cephalonia_Ionian_Islands.html#REVIEWS,"Avithos Village, Svoronata 28083 Greece",5.0,Excellent,45,50,50,45,5,697,"What you can expect during your stay
All linens sanitized in high-temperature wash
Face masks required for staff in public areas
Floors marked for social distancing
Hand sanitizer available to guests & staff
Paid stay-at-home policy for staff with symptoms
Regularly sanitized high-traffic areas
Read more
A note from Avithos Resort Hotel
https://www.avithosresort.com/coronavirus-covid-19-virus-protection-policy/
More questions?
+30 2671042365
Email hotel
Community
Ask a question
Write a review",Manilow26,"Wells, United Kingdom",Sep 2020,50,50,Relaxing week,"It was our first stay at Avithos after a late booking.
We had a very relaxing week, the hotel is in a quiet area., and 10minutes from the airport.
We met many guests that returned numerous times and intended booking again for 2021.
You definitely need a car to explore the island .
We had been to Kefalonia before staying in different areas but first time in Svoronata.
The hotel is kept very clean with the Covid rules . The breakfast is excellent and the staff are kept busy serving everyone from behind the socially distance screens. There is also a lovely bar & restaurant by the pool that stays open late into the evenings.
The Avithos beach is very nice with two restaurants and about a 15/20 minute walk from the hotel.
There is also a nice restaurant a 5 minute walk away .
We were shown some of the different rooms and studios and they are all very nice .
We will definitely be returning again next year.", September 2020, Travelled as a couple
Avithos Resort Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g1142650-d603220-Reviews-Avithos_Resort_Hotel-Svoronata_Cephalonia_Ionian_Islands.html#REVIEWS,"Avithos Village, Svoronata 28083 Greece",5.0,Excellent,45,50,50,45,5,697,"What you can expect during your stay
All linens sanitized in high-temperature wash
Face masks required for staff in public areas
Floors marked for social distancing
Hand sanitizer available to guests & staff
Paid stay-at-home policy for staff with symptoms
Regularly sanitized high-traffic areas
Read more
A note from Avithos Resort Hotel
https://www.avithosresort.com/coronavirus-covid-19-virus-protection-policy/
More questions?
+30 2671042365
Email hotel
Community
Ask a question
Write a review",ClareKelly,"London, United Kingdom",Sep 2020,50,50,Lush place!,"We stayed at Avithos for 5 days at the start of September and it was absolutely lovely! The communication with Christina was fast and informative and she was always there and happy to help when needed. The grounds are very nice to chill in and rooms stylish, clean and big. Its also very reasonably priced for what it is, I would expect it to be much more expensive. It’s about a 15 min walk to Avithos beach which is stunning and the two restaurants there are also top notch! We will definitely be back 😊", September 2020, Travelled as a couple
Avithos Resort Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g1142650-d603220-Reviews-Avithos_Resort_Hotel-Svoronata_Cephalonia_Ionian_Islands.html#REVIEWS,"Avithos Village, Svoronata 28083 Greece",5.0,Excellent,45,50,50,45,5,697,"What you can expect during your stay
All linens sanitized in high-temperature wash
Face masks required for staff in public areas
Floors marked for social distancing
Hand sanitizer available to guests & staff
Paid stay-at-home policy for staff with symptoms
Regularly sanitized high-traffic areas
Read more
A note from Avithos Resort Hotel
https://www.avithosresort.com/coronavirus-covid-19-virus-protection-policy/
More questions?
+30 2671042365
Email hotel
Community
Ask a question
Write a review",Pink,"Manchester, United Kingdom",Sep 2020,50,50,Perfection,"Everything about this hotel is perfect.
Clean, modern rooms, beautiful gardens and an immaculate pool.
The staff are so friendly and helpful.
We had a small issue with our room and the lovely Christina sorted it out instantly.
Great location close to a choice of lovely tavernas and the beautiful Avithos beach with crystal clear water.
After serious concerns about travelling this year We honestly couldn’t fault it and look forward visiting again next year.
Car hire is available very close by and we’ll worth it to explore this beautiful Island.", September 2020, Travelled as a couple
Avithos Resort Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g1142650-d603220-Reviews-Avithos_Resort_Hotel-Svoronata_Cephalonia_Ionian_Islands.html#REVIEWS,"Avithos Village, Svoronata 28083 Greece",5.0,Excellent,45,50,50,45,5,697,"What you can expect during your stay
All linens sanitized in high-temperature wash
Face masks required for staff in public areas
Floors marked for social distancing
Hand sanitizer available to guests & staff
Paid stay-at-home policy for staff with symptoms
Regularly sanitized high-traffic areas
Read more
A note from Avithos Resort Hotel
https://www.avithosresort.com/coronavirus-covid-19-virus-protection-policy/
More questions?
+30 2671042365
Email hotel
Community
Ask a question
Write a review",The,"Leeds, United Kingdom",Sep 2020,50,50,Another amazing visit to Avithos Resort!,"Our 2nd year at Avithos did no disappoint, despite the challenges of Covid! The staff were as helpful and friendly as ever, the resort and rooms have had a face lift and look amazing!

The kids love the breakfast and the local restaurants, plus the local beach at Avithos is one of the prettiest sandy beaches in Kefalonia!

We will be back again... one day..", August 2020, Travelled with family
Avithos Resort Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g1142650-d603220-Reviews-Avithos_Resort_Hotel-Svoronata_Cephalonia_Ionian_Islands.html#REVIEWS,"Avithos Village, Svoronata 28083 Greece",5.0,Excellent,45,50,50,45,5,697,"What you can expect during your stay
All linens sanitized in high-temperature wash
Face masks required for staff in public areas
Floors marked for social distancing
Hand sanitizer available to guests & staff
Paid stay-at-home policy for staff with symptoms
Regularly sanitized high-traffic areas
Read more
A note from Avithos Resort Hotel
https://www.avithosresort.com/coronavirus-covid-19-virus-protection-policy/
More questions?
+30 2671042365
Email hotel
Community
Ask a question
Write a review",SandraBandy,"London, United Kingdom",Sep 2020,50,50,Amazing hotel and beautiful island,"We had a lovely week staying at Avithos. All the staff were very helpful, knowledgeable and friendly. We stayed in a one bed room apartment, which was perfect for the four of us (kids aged 7 and 4). The resort never felt too busy, you could always get a sun lounger! And the pool was brilliant for our kids, at breakfast they were the first in and usually after a trip to the beach during the day the last out too! Our kids loved the kittens and tortoise, and making new friends around the pool. We loved the local beaches, snorkeling, and restaurants. We did the boat trip on queen bee which was fab, the sea is so warm and clear.
I would definitely recommend hiring a car as there are lots of lovely beaches to visit and it was too hot to try to get our kids to walk to the nearby beaches.
Avithos is only 10 mins from the airport, which again was fab as didn’t have to travel far with the kids.
With Covid I felt safer in Kefalonia than in the UK. The hotel and restaurant staff all wear masks and the only time spent inside is in your room. The sea food is amazing, the people are super friendly, the scenery is beautiful and tourism hasn’t spoilt the island. It’s a great place for a relaxing, quiet, family holiday.", August 2020, Travelled with family
Mediteranee Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g644214-d260392-Reviews-Mediteranee_Hotel-Lassi_Cephalonia_Ionian_Islands.html#REVIEWS,Lassi 28100 Greece,4.5,Excellent,45,45,45,40,5,"1,123",,boogieshoes08,"Newcastle-under-Lyme, United Kingdom",Oct 2019,50,50,"Great location, very clean and staff very friendly","Stayed here with friends, wish we had booked two weeks instead of one. The hotel location is fantastic right on the beach.The sea is clear and the beach is sandy. Our room was lovely and spacious & the food was lovely. They were also very flexible too, if we wanted to swap our evening meal for lunch it was not a problem. This gave us the chance to go further afield and do some exploring. We spent most of the time on the beach but the pool was also nice. The only thing i would say to be careful of are the fish in the sea, if you stand still long enough they take little nips at your feet. Would definitley return to this hotel.", September 2019, 
Mediteranee Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g644214-d260392-Reviews-Mediteranee_Hotel-Lassi_Cephalonia_Ionian_Islands.html#REVIEWS,Lassi 28100 Greece,4.5,Excellent,45,45,45,40,5,"1,123",,melandtoff,"Sheffield, United Kingdom",Oct 2019,50,50,Hols,"We really enjoyed our time here; the hotel is in perfect location looking on to a fantastic sandy beach , rooms good comfy bed and excellent air con, food was good plenty of choice at breakfast and evening meal although we only ate twice in evening at hotel as we like to eat out, a short up the hill and your on strip with loads of bars and restaurants Butlers being stand out one for us, lassi is a real gem hassle free not once all week did we get pestered to come in our bar or restaurant , all in all quality place can be a bit quite no booming music bars but well chilled out, 20 min stroll into agistolli if you want it more lively , very authentic old Greece we will be back", September 2019, Travelled as a couple
Mediteranee Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g644214-d260392-Reviews-Mediteranee_Hotel-Lassi_Cephalonia_Ionian_Islands.html#REVIEWS,Lassi 28100 Greece,4.5,Excellent,45,45,45,40,5,"1,123",,Ian,"Manchester, United Kingdom",Oct 2019,50,50,As Always FABULOUS STAY,"All the excellent reviews are correct . Another Fabulous stay Great Staff. Great Reception. Food at evening meal can get a bit tiresome but you are in Greece. Great sea view room, Hello to Alexandra in the restaurant. What a great job you always do. Wonderful fellow guests. What more can I say.", October 2019, 
Mediteranee Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g644214-d260392-Reviews-Mediteranee_Hotel-Lassi_Cephalonia_Ionian_Islands.html#REVIEWS,Lassi 28100 Greece,4.5,Excellent,45,45,45,40,5,"1,123",,Carl,"Falstone, United Kingdom",Oct 2019,50,50,Wonderful Hotel,"After arriving late in the evening, the check in process was smooth and from that moment on the whole experience was magnificent.

The hotel is maintained to the highest standards and all of the staff from the cleaners to the head waiter are very pleasant and always speak to you. Most of them have work at the hotel for many years and you can tell this by the efficient way they work.

The food was good but quite repetitive and I did eat out a couple nights, saying that you can swap your evening meal for lunch by the beach, just let reception know.

All in all I would recommend this wonderful hotel to friends and family and if I’m ever in Kefalonia again, I would definitely stay again.

Thank you for a helping me make memories of this beautiful Island", October 2019, Travelled solo
Mediteranee Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g644214-d260392-Reviews-Mediteranee_Hotel-Lassi_Cephalonia_Ionian_Islands.html#REVIEWS,Lassi 28100 Greece,4.5,Excellent,45,45,45,40,5,"1,123",,JOHN-W02,"Wall Heath, United Kingdom",Oct 2019,50,50,Wonderful,"We spent 10 days there in August. The check in staff were very good. We had excellent rooms on the 1st floor with a mounting view, first thing in the morning we got the sun so you could sit out and enjoy the first cuppa of the day before going down to breakfast. The breakfast was good and always hot and there was an outside seating area were you could enjoy breakfast. Some evenings the meals were a bit hit and miss but most of the time it was good. The restaurant staff were very good and you always a smile and a greeting from the head waiter. The pool area was very good with plenty of sun loungers and the view was fantastic and down a few steps or the lift and you were on the lovely beach, it was not a private beach but it was never to busy and you had to pay for the loungers and the umbrellas but worth every euro. in the evening the hotel was quiet with entertainment on 3 nights a week. But 200 yards up the road there was a great Taverna called The Aqua Marina which was excellent great staff, great music and great food and the Kefalonian wine was to die for, it's a pity we couldn't bring more back. Looking forward to returning to the Mediteranee. I agree with AMS178, A Little Bit of Paradise.", August 2019, 
Mediteranee Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g644214-d260392-Reviews-Mediteranee_Hotel-Lassi_Cephalonia_Ionian_Islands.html#REVIEWS,Lassi 28100 Greece,4.5,Excellent,45,45,45,40,5,"1,123",,AMS178,"Chester, United Kingdom",Oct 2019,50,50,A little bit of paradise,"Spent two weeks here in September and it was fabulous. Room was lovely, we had a hillside view which suited us as we don’t spend a lot of time in the room. Pool area was fabulous, stunning views over the bay (you would never get tired of that view) plenty of sun beds and pool bar was good. Hotel staff very friendly. The restaurant was good, we had read reviews about tables being quite close together and whilst this is true it didn’t bother us because the food is exceptional, quite possibly one of the best hotels for food we have stayed in, some traditional Greek dishes which were superb. Hotel is very near to the airport ( great for a quick transfer time) and so during the day there is some noise from airplanes but it didn’t bother us, night time was quiet. Some good local bars, one very near to the hotel made a nice change and we had happy hour as pre dinner drinks! We did a tour of the island as a trip - very good and we walked into Argostoli where we saw the turtles, fabulous. Overall this is one of the best places I have visited, a fantastic hotel and a totally chilled time, definitely recommended, get it booked!", September 2019, 
Mediteranee Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g644214-d260392-Reviews-Mediteranee_Hotel-Lassi_Cephalonia_Ionian_Islands.html#REVIEWS,Lassi 28100 Greece,4.5,Excellent,45,45,45,40,5,"1,123",,Doreen,Birmingham,Oct 2019,40,50,Short Break,"Wanted a nice weeks holiday so decided to return to the Mediteranee in Lassi. My third visit over the last 15 years and its lovely- nothing much changes.Most of the staff have been there years and are all very friendly and helpful. Rooms are adequate and have all the basic needs, food is ok, lots of choices for both breakfast and dinner. However we did eat out alot only because I liked to be served and like my food hot. Weather was good and the the beach and sea are beautiful, and as many have said before the sunsets are something else. Have never been there in the height of the season so going in September and early June have never experienced any hassle and flights etc have all gone to plan. Got what we expected and more than pleased with our week away.", September 2019, 
Mediteranee Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g644214-d260392-Reviews-Mediteranee_Hotel-Lassi_Cephalonia_Ionian_Islands.html#REVIEWS,Lassi 28100 Greece,4.5,Excellent,45,45,45,40,5,"1,123",,andrewL2325HG,"Devon, United Kingdom",Oct 2019,50,50,Stunning Location,"Perfect, just a wonderful place to stay, can’t fault anything from our time there. From check in, girls were polite and efficient we went to our room. Nice enough with a stunning view out over the sea. Beds were comfy, air con efficient, free safe, bath and shower good enough. Room towels and beach towels provided.

Found sun beds at the pool easy enough, only downside of the whole stay was it can be difficult to find shade around the pool. The main reason it was easy to find sun beds around the pool is the stunning beach the hotel is located on. Plenty of sun beds here as well and at €6 a pair plus sunshade an absolute steal.

The hotel restaurant was very good, plenty of variety all of excellent quality, big shout out to the maitre-de who was exceptional. There is the extra bonus of the beach front restaurant as well and the hotel allows you to transfer your meal allowance from the evening to lunch time in the beach one which gave us the opportunity to sample some of the local restaurants later in the day.

Not much going on entertainment wise but we make our own anyway and was not the reason we came away.

Decent little shop in the lobby as well.", September 2019, 
Mediteranee Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g644214-d260392-Reviews-Mediteranee_Hotel-Lassi_Cephalonia_Ionian_Islands.html#REVIEWS,Lassi 28100 Greece,4.5,Excellent,45,45,45,40,5,"1,123",,Peter,"London, United Kingdom",Sep 2019,40,50,Holiday in Kefalonia,"We had a spacious room on the ground floor overlooking the garden and with a view of the mountains. The reception staff were very helpful. We were booked in half board with the option of switching evening dinner for lunch. We did this twice. Lunches were available at the hotel's beach restaurant. There was plenty of lunch choices, but not as many options as in the evening, Breakfast and dinner were both mainly buffet with plenty of choices. For breakfast there was the option of sitting outside. It was disappointing that this was not offered at dinner", September 2019, 
Mediteranee Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g644214-d260392-Reviews-Mediteranee_Hotel-Lassi_Cephalonia_Ionian_Islands.html#REVIEWS,Lassi 28100 Greece,4.5,Excellent,45,45,45,40,5,"1,123",,jillndavej,"Barry, United Kingdom",Sep 2019,50,50,Another great holiday at Mediteranee,"Our second visit to this hotel, and it was just as we left in 2017, relaxing, quiet, great food and staff very friendly and welcoming. We had a room on the ground floor, 14, lovely open view across the bay with fantastic sunsets every night.Lassi itself has not changed, plenty of restaurants, a number of souvenir shops,some of the bars have music at night but not loud,another great holiday at mediteranee late! Willing definitely be going back next year 👍", September 2019, Travelled as a couple
Kefalonia Grand Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g780715-d9977953-Reviews-Kefalonia_Grand_Hotel-Argostolion_Cephalonia_Ionian_Islands.html#REVIEWS,"82, Antoni Tritsi Avenue, Argostolion 28100 Greece",4.5,Excellent,50,45,45,40,5,528,,Paul, ,review Yesterday,40,50,Secret Escapes/Hotel Miscommunication & Missing Refund,"My wife and I were booked into the Kefalonia Grand for a weeks stay from September11th 2020. A break given recent world wide events we were really looking forward to. All went well until we were shown to our room a very small uninspiring affair,which bore no resemblance to the hotels own images of the room we had booked (superior side seaview).Obviously we were extremely disappointed in what we were now facing, to the point I was convinced we had been given the wrong room. So I double checked the images on the hotels own web site which confirmed my suspicions. When I spoke to the hotel reception manager (Marika) she immediately confirmed we were in the wrong room and that Secret Escapes had been informed the day prior to our arrival that there was no availability for the superior room we had booked and that we would be allocated a standard room. Obviously this was a complete suprise to us as we had received no notification of any changes to our booking. Due to the hotel claiming to be fully booked we were now left in a room that was inferior to our booking. We were offered a deluxe room which was vacant for 2 nights. We found this suggestion unacceptable due to packing/unpacking and still ending up in an inferior room for the remaining 5 night of our stay. We contacted Secret Escapes prior to unpacking to inform them of the situation and they denied any knowledge of receiving an email/ notification from the hotel. Which only added to our frustration as this meant one or the other was not being honest. We again spoke to the hotel reception manager who actually showed me the email which had been sent to Secret Escapes detailing the room unavailability. Marika did however manage to partially resolve the issue as a superior room would be available for the last 5 days of our stay and that a refund would be authorised for the first 2 nights in the wrong room. Whilst we were not entirely happy with the whole situation we were grateful for Marikas efforts and the lengths she went to in resolving this
issue. We have been in contact with Secret Escapes and provided a copy of the original email sent by the hotel to them. Having received an email from them informing us our complaint has been passed to the relevant
department for further investigation, we await further correspondence from Secret Escapes. To date we are still waiting on our refund and answers
from Secret escapes. I must say that
despite everything, all the staff at
the hotel were friendly and always
very helpful. The rating I have given is for the hotel not Secret Escapes.", September 2020, Travelled as a couple
Kefalonia Grand Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g780715-d9977953-Reviews-Kefalonia_Grand_Hotel-Argostolion_Cephalonia_Ionian_Islands.html#REVIEWS,"82, Antoni Tritsi Avenue, Argostolion 28100 Greece",4.5,Excellent,50,45,45,40,5,528,,Linda,"Bolton, United Kingdom",1 Oct,30,50,On arrival no superior rooms left . Had to down grade to standard room. 31/8/2020.Did not get a refund we were promised,"ROOMS SMALL, BOOKED SUPERIOR ROOM WITH SECRET ESCAPES GOT A STANDARD ROOM. Said we would get a refund. From the end of August, still waiting now October.
No invoice for extras we had in the hotel. Said they would email. After a month we got a receipt in Greek Language only will amounts of monies we paid, we do not know what we paid for receipts lost by the Hotel not us. We paid cash as I was ill and still do not know what we paid for. We would not use this Hotel again.", August 2020, 
Kefalonia Grand Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g780715-d9977953-Reviews-Kefalonia_Grand_Hotel-Argostolion_Cephalonia_Ionian_Islands.html#REVIEWS,"82, Antoni Tritsi Avenue, Argostolion 28100 Greece",4.5,Excellent,50,45,45,40,5,528,,Hilary-jane, ,Sep 2020,50,50,"Comfort Cleanliness, and Friendliness","This will be our third visit to the Kefalonia Grand Hotel this year, not only do we have a love for the island, we are also very fond of this hotel. The hotel offers a exceptional standard of cleanliness and safety, which under present circumstances is very reassuring. The hotel is simplistic in its decor, modern and has a boutique feel to it.
The room we like to stay in with a view of the waterfront, is ample for our requirements, with air conditioning and although slightly on the small side, there is adequate space for our needs, with comfortable beds, and a nice shower room. We do like the sea view with balcony, it is impeccably cleaned, We have found the dining experience to a high standard of cuisine, breakfast being a buffet style served to you, with a excellent choice, also a menu for cooked items. The evening menu offers once again, highly acceptable food, served to your table, outside or inside, and deserves compliments to the chef and staff. We think its one of the best places to eat in Argostoli. Most importantly the ambiance of the hotel is relaxed, and is run very well. Credit has to go to the staff from the restaurant, and most importantly the front reception desk, ably led by Marika, Vassilika and Anna Maria. Their assistance and friendliness, is so important and is an advantage to the hotel. For anyone thinking of going to the Kefalonia Grand, I would have no hesitation in saying it offers an excellent standard of comfort, cleanliness, high cuisine, for the monies paid. The position of the hotel is ideal for Argostoli, shopping and dining is close by and an ideal base for exploring the island. I think three visits in one season is testimony to the enjoyment of staying at this hotel. We are frequent travelers and were there during the typhoon and we really appreciated the staff, who worked under difficult circumstances.", September 2020, 
